sentence	mood	prob
However, everything is queer to-day.'	neutral	"[7.5593245e-01 2.4237429e-01 1.4278312e-03 1.5879277e-04 9.2501496e-06
 9.7344710e-05]"
Just then she heard something splashing about in the pool a little way off, and she swam nearer to make out what it was: at first she thought it must be a walrus or hippopotamus, but then she remembered how small she was now, and she soon made out that it was only a mouse that had slipped in like herself.	neutral	[0.53595674 0.00497182 0.18680345 0.00682361 0.26373148 0.00171293]
'Would it be of any use, now,' thought Alice, 'to speak to this mouse?	neutral	[0.9457432  0.03295562 0.01060738 0.00511408 0.00367034 0.00190946]
Everything is so out-of-the-way down here, that I should think very likely it can talk: at any rate, there's no harm in trying.'	neutral	"[9.6552837e-01 3.3497788e-02 5.0508685e-04 1.8619087e-04 5.8570035e-06
 2.7674471e-04]"
So she began: 'O Mouse, do you know the way out of this pool?	neutral	[0.8664136  0.00792379 0.05244996 0.00385418 0.01835998 0.05099852]
I am very tired of swimming about here, O Mouse!'	happy	[0.24830963 0.42320576 0.0434625  0.2030358  0.04772407 0.03426218]
(Alice thought this must be the right way of speaking to a mouse: she had never done such a thing before, but she remembered having seen in her brother's Latin Grammar, 'A mouse--of a mouse--to a mouse--a mouse--O mouse!')	neutral	"[9.3834633e-01 4.0209956e-02 1.3517283e-02 5.2533704e-03 2.2789401e-03
 3.9402003e-04]"
The Mouse looked at her rather inquisitively, and seemed to her to wink with one of its little eyes, but it said nothing.	neutral	[0.66626924 0.06124815 0.08808813 0.0641351  0.07339009 0.04686933]
'Perhaps it doesn't understand English,' thought Alice; 'I daresay it's a French mouse, come over with William the Conqueror.'	neutral	[0.9226429  0.02203633 0.0144022  0.00396038 0.01661682 0.0203414 ]
(For, with all her knowledge of history, Alice had no very clear notion how long ago anything had happened.)	neutral	[0.8551211  0.07774743 0.03086139 0.00927189 0.00499519 0.02200292]
So she began again: 'Ou est ma chatte?'	neutral	[0.8099867  0.10895906 0.01347795 0.05747148 0.00321975 0.00688504]
which was the first sentence in her French lesson-book.	neutral	"[9.7867966e-01 1.6439877e-02 8.5943833e-04 9.9513109e-04 4.9533061e-05
 2.9762739e-03]"
The Mouse gave a sudden leap out of the water, and seemed to quiver all over with fright.	scary	[0.1267976  0.00316763 0.2753619  0.02446446 0.5642313  0.00597713]
'Oh, I beg your pardon!'	happy	[0.2677524  0.3506981  0.13230875 0.13175105 0.07675652 0.04073319]
cried Alice hastily, afraid that she had hurt the poor animal's feelings.	sad	[0.09800681 0.00802698 0.00902651 0.6523149  0.22717333 0.00545146]
'I quite forgot you didn't like cats.'	neutral	[0.8780438  0.04049596 0.01569694 0.02105668 0.0064002  0.03830637]
'Not like cats!'	neutral	[0.804515   0.01995271 0.06933233 0.00413403 0.02862344 0.07344253]
cried the Mouse, in a shrill, passionate voice.	neutral	[0.63141084 0.01271534 0.12765506 0.0112619  0.05452291 0.16243398]
'Would YOU like cats if you were me?'	neutral	[0.92740476 0.03675845 0.01534544 0.00595061 0.00493888 0.00960199]
'Well, perhaps not,' said Alice in a soothing tone: 'don't be angry about it.	neutral	"[9.5075357e-01 3.1596489e-02 6.5052500e-03 2.3856699e-03 9.4111264e-04
 7.8177955e-03]"
And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.	neutral	[0.6322321  0.3109697  0.03091451 0.018268   0.00228964 0.00532596]
She is such a dear quiet thing,' Alice went on, half to herself, as she swam lazily about in the pool, 'and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!'	happy	"[1.5733837e-01 8.3462638e-01 5.4467568e-04 7.3962025e-03 1.8420200e-05
 7.6006778e-05]"
cried Alice again, for this time the Mouse was bristling all over, and she felt certain it must be really offended.	angry	[0.253136   0.04240271 0.22860341 0.0401696  0.12293496 0.31275332]
'We won't talk about her any more if you'd rather not.'	neutral	[0.93939906 0.0305535  0.00379739 0.01967327 0.00400249 0.00257429]
'We indeed!'	happy	[0.15179734 0.7469819  0.09478315 0.00332668 0.00148826 0.00162263]
cried the Mouse, who was trembling down to the end of his tail.	sad	[0.29675663 0.00398557 0.00755581 0.429869   0.26078203 0.00105089]
'As if I would talk on such a subject!	neutral	"[6.9334704e-01 2.7559981e-01 1.9718088e-02 1.7760204e-03 5.6528160e-04
 8.9937625e-03]"
Our family always HATED cats: nasty, low, vulgar things!	angry	[0.08419077 0.00889555 0.10296205 0.00549307 0.00988391 0.7885746 ]
Don't let me hear the name again!'	neutral	[0.8152275  0.10943059 0.04639678 0.00257309 0.00733624 0.01903582]
'I won't indeed!'	neutral	[0.7024257  0.04394408 0.08750188 0.02396476 0.041113   0.10105069]
said Alice, in a great hurry to change the subject of conversation.	neutral	[0.55514127 0.03691035 0.03533266 0.05667973 0.02063623 0.29529977]
'Are you--are you fond--of--of dogs?'	neutral	[0.8607728  0.09853958 0.00646345 0.0138347  0.00264384 0.01774573]
The Mouse did not answer, so Alice went on eagerly: 'There is such a nice little dog near our house I should like to show you!	happy	"[4.24114019e-01 5.71471930e-01 1.17418449e-03 3.15831439e-03
 1.50975075e-05 6.64456966e-05]"
A little bright-eyed terrier, you know, with oh, such long curly brown hair!	happy	[0.28037462 0.41924095 0.13987014 0.04910789 0.07308789 0.03831849]
And it'll fetch things when you throw them, and it'll sit up and beg for its dinner, and all sorts of things--I can't remember half of them--and it belongs to a farmer, you know, and he says it's so useful, it's worth a hundred pounds!	neutral	[0.6866903  0.08919145 0.14863473 0.00357716 0.0240398  0.04786662]
He says it kills all the rats and--oh dear!'	neutral	[0.4828888  0.18951204 0.26047552 0.00404655 0.03021955 0.03285753]
cried Alice in a sorrowful tone, 'I'm afraid I've offended it again!'	surprised	[0.1683642  0.07807053 0.2832141  0.08638436 0.2413687  0.14259815]
For the Mouse was swimming away from her as hard as it could go, and making quite a commotion in the pool as it went.	surprised	[0.18996157 0.01576456 0.36132812 0.02150485 0.24332586 0.16811508]
So she called softly after it, 'Mouse dear!	sad	[0.33514577 0.0483712  0.00352046 0.5807079  0.02839381 0.00386083]
Do come back again, and we won't talk about cats or dogs either, if you don't like them!'	neutral	"[7.4157190e-01 3.2105623e-03 8.9003304e-03 3.0561670e-04 1.1639996e-03
 2.4484758e-01]"
When the Mouse heard this, it turned round and swam slowly back to her: its face was quite pale (with passion, Alice thought), and it said in a low trembling voice, 'Let us get to the shore, and then I'll tell you my history, and you'll understand why it is I hate cats and dogs.'	sad	"[1.7007178e-02 7.0116753e-03 1.9769398e-04 9.7070146e-01 3.5829043e-03
 1.4990470e-03]"
It was high time to go, for the pool was getting quite crowded with the birds and animals that had fallen into it: there were a Duck and a Dodo, a Lory and an Eaglet, and several other curious creatures.	neutral	[0.72535414 0.02708403 0.10012727 0.02035578 0.09553193 0.03154693]
Alice led the way, and the whole party swam to the shore.	neutral	[0.8099424  0.02825967 0.05547097 0.02794425 0.05687486 0.02150784]
CHAPTER III.	neutral	[0.65425086 0.06328837 0.0872294  0.02676514 0.06468571 0.10378051]
A Caucus-Race and a Long Tale  They were indeed a queer-looking party that assembled on the bank--the birds with draggled feathers, the animals with their fur clinging close to them, and all dripping wet, cross, and uncomfortable.	happy	[0.27595732 0.48041406 0.04129466 0.13841751 0.02748868 0.0364277 ]
The first question of course was, how to get dry again: they had a consultation about this, and after a few minutes it seemed quite natural to Alice to find herself talking familiarly with them, as if she had known them all her life.	neutral	[0.8052493  0.12624173 0.04737947 0.00370344 0.00654672 0.01087934]
Indeed, she had quite a long argument with the Lory, who at last turned sulky, and would only say, 'I am older than you, and must know better'; and this Alice would not allow without knowing how old it was, and, as the Lory positively refused to tell its age, there was no more to be said.	neutral	[0.5561433  0.0766047  0.07709163 0.16147682 0.05956903 0.06911454]
At last the Mouse, who seemed to be a person of authority among them, called out, 'Sit down, all of you, and listen to me!	neutral	[0.6378568  0.06680413 0.17692003 0.01790084 0.07592452 0.02459371]
I'LL soon make you dry enough!'	neutral	[0.63736963 0.12773615 0.1005728  0.02479621 0.04014605 0.0693791 ]
They all sat down at once, in a large ring, with the Mouse in the middle.	neutral	[0.6926294  0.24854667 0.04692825 0.00651844 0.00187934 0.00349789]
Alice kept her eyes anxiously fixed on it, for she felt sure she would catch a bad cold if she did not get dry very soon.	neutral	[0.5751703  0.02135525 0.06325801 0.17597492 0.12821905 0.03602248]
'Ahem!'	neutral	[0.6932966  0.14020738 0.08537849 0.00925331 0.02278443 0.04907985]
said the Mouse with an important air, 'are you all ready?	neutral	"[9.0489429e-01 8.0561176e-02 1.1197159e-02 2.0255125e-03 5.8416504e-04
 7.3772698e-04]"
This is the driest thing I know.	neutral	[0.94442344 0.01115306 0.00541577 0.01600163 0.0098719  0.01313416]
Silence all round, if you please!	neutral	[0.52541    0.22126694 0.14620322 0.02675954 0.05549776 0.02486257]
"""William the Conqueror, whose cause was favoured by the pope, was soon submitted to by the English, who wanted leaders, and had been of late much accustomed to usurpation and conquest."	neutral	[0.5309014  0.01937163 0.03361224 0.00099046 0.00399374 0.4111305 ]
"Edwin and Morcar, the earls of Mercia and Northumbria--""'  'Ugh!'"	happy	[0.2950844  0.3625801  0.18262488 0.04135059 0.06669895 0.05166116]
said the Lory, with a shiver.	neutral	[0.50551575 0.05831541 0.13349663 0.0736058  0.11997796 0.10908845]
'I beg your pardon!'	scary	[0.20514487 0.03057965 0.12571682 0.19747491 0.35135457 0.08972917]
said the Mouse, frowning, but very politely: 'Did you speak?'	neutral	[0.6835529  0.13888685 0.04018431 0.08760398 0.02444802 0.02532388]
'Not I!'	neutral	[0.68292636 0.05746091 0.10199877 0.0122007  0.04467242 0.10074086]
said the Lory hastily.	neutral	[0.479969   0.06276336 0.17750682 0.06098892 0.10718624 0.11158572]
'I thought you did,' said the Mouse. '	happy	"[3.6196893e-01 6.2709123e-01 3.1814547e-03 7.2354493e-03 4.7595378e-05
 4.7529765e-04]"
--I proceed.	neutral	[0.9658409  0.01623232 0.00412764 0.00708478 0.0011272  0.00558715]
"""Edwin and Morcar, the earls of Mercia and Northumbria, declared for him: and even Stigand, the patriotic archbishop of Canterbury, found it advisable--""'  'Found WHAT?'"	neutral	[0.772635   0.06093047 0.066076   0.02892506 0.02977883 0.0416546 ]
said the Duck.	neutral	[0.6640511  0.0893408  0.07512563 0.02417912 0.06060239 0.08670091]
"'Found IT,' the Mouse replied rather crossly: 'of course you know what ""it"" means.'"	neutral	"[8.83155465e-01 1.15488514e-01 9.96201648e-04 1.17602940e-04
 7.70850329e-06 2.34576975e-04]"
"'I know what ""it"" means well enough, when I find a thing,' said the Duck: 'it's generally a frog or a worm."	neutral	"[8.9955455e-01 7.5322062e-02 2.4563616e-02 1.7596629e-05 1.8462974e-04
 3.5749521e-04]"
The question is, what did the archbishop find?'	neutral	[0.6239489  0.05452517 0.12824854 0.04641304 0.12505953 0.0218049 ]
"The Mouse did not notice this question, but hurriedly went on, '""--found it advisable to go with Edgar Atheling to meet William and offer him the crown."	neutral	[0.6374617  0.20443347 0.05346143 0.04259686 0.0208883  0.04115824]
William's conduct at first was moderate.	neutral	[0.8238024  0.0245313  0.01956213 0.00198675 0.00333609 0.12678124]
"But the insolence of his Normans--"" How are you getting on now, my dear?'"	neutral	[0.44612634 0.26457813 0.04065925 0.1606415  0.03337669 0.05461799]
it continued, turning to Alice as it spoke.	neutral	[0.85779774 0.03210267 0.01752918 0.04702712 0.0252104  0.02033288]
'As wet as ever,' said Alice in a melancholy tone: 'it doesn't seem to dry me at all.'	neutral	[0.4549301  0.40094638 0.03409974 0.0689735  0.01844915 0.02260114]
'In that case,' said the Dodo solemnly, rising to its feet, 'I move that the meeting adjourn, for the immediate adoption of more energetic remedies--'  'Speak English!'	neutral	[0.7740955  0.01420239 0.06167964 0.01523313 0.08060039 0.05418897]
said the Eaglet.	neutral	[0.62886596 0.0219922  0.09639276 0.07655463 0.1527319  0.02346255]
'I don't know the meaning of half those long words, and, what's more, I don't believe you do either!'	neutral	[0.54815817 0.06445824 0.08862389 0.00193581 0.0124226  0.28440127]
And the Eaglet bent down its head to hide a smile: some of the other birds tittered audibly.	sad	[0.31720623 0.02744884 0.05267213 0.34518474 0.18563454 0.07185356]
'What I was going to say,' said the Dodo in an offended tone, 'was, that the best thing to get us dry would be a Caucus-race.'	neutral	[0.6358239  0.00779071 0.01852801 0.00067595 0.00706993 0.33011153]
